Number,stockId,SerialNumber,ProductName,Quantity,Costprice,Price,Department,Category
12377,7280,6.16E+12,movit hair relaxer 150G,6,3083,3500,sales,Uncategorised
12378,7281,6.01E+12,AFIA APPLE 500ML,5,2417,3000,sales,Uncategorised
12379,7282,6.01E+12,AFIA MANGO 500ML,5,2417,3000,sales,Uncategorised
12380,7283,6.01E+12,AFIA MIXED FRUIT 500ML,1,2417,3000,sales,Uncategorised
12381,7284,6.16E+12,MORNING FRESH S POWDER 500G,6,2333,4000,sales,Uncategorised
12382,7285,6.16E+12,LUCOZADE 500ML,0,3333,4000,sales,Uncategorised
12388,7291,889689,MASTERS MARBLE CAKE 300G,3,2500,3000,sales,Uncategorised
12393,7296,8.91E+12,FOGG MAGNETIC 120ML,2,14167,18000,sales,Uncategorised
12402,7305,8.69E+12,FAX ALOE VERA 225G,3,6167,7000,sales,Uncategorised
12403,7306,8.69E+12,FAX ARGAN OIL  SOAP 225G,2,6167,7000,sales,Uncategorised
12404,7307,8.69E+12,FAX ROSE SOAP 225G,2,6167,7000,sales,Uncategorised
12406,7309,6.28E+12,Fa invisible 50ml,4,4167,6000,sales,Uncategorised
12410,7313,6.00E+12,dettol original 175g,2,4583,5500,sales,Uncategorised
12411,7314,8.69E+12,duru almond 160g,3,3000,4000,sales,Uncategorised
12413,7316,8.69E+12,duru milk 160g,3,3300,4000,sales,Uncategorised
12415,7318,8.69E+12,duru olive 160g,1,2792,4000,sales,Uncategorised
12416,7319,6.16E+12,Africana tea 50g pack,0,3600,4500,sales,Uncategorised
12417,7320,5.90E+12,COW & GATE  FOLLOW 2 400G,3,33333,43000,sales,Uncategorised
12418,7321,5.90E+12,COW & GATE FIRST INFANT  1 400G,6,40833,48000,sales,Uncategorised
12419,7322,7.50E+12,NAN OPTIPRO 1 400G,6,31666,38000,sales,Uncategorised
12420,7323,7.50E+12,NAN optipro 2 400g,5,33333,38000,sales,Uncategorised
12421,7324,8.72E+12,COLGATE CHARCOAL120G,9,6250,7500,sales,Uncategorised
12422,7325,8.99E+12,ABC DENT 70G,7,1333,1500,sales,Uncategorised
12423,7326,8.96E+12,NISA BEAUTY SOAP 110GMS,4,3875,4500,sales,Uncategorised
12424,7327,8.96E+12,NISA NORMAL SKIN 110G,0,3750,4500,sales,Uncategorised
12425,7328,8.96E+12,NISA OILY SKIN SOAP 110G,3,3875,4500,sales,Uncategorised
12426,7329,8.96E+12,NISA CARROT OIL SOAP 110G,4,3750,4500,sales,Uncategorised
12429,7332,8.69E+12,PROTEX HERBAL 90G,1,2833,3500,sales,Uncategorised
12430,7333,6.16E+12,LIFEBUOY TOTAL 175G,6,4084,5000,sales,Uncategorised
12431,7334,6.16E+12,LIFEBUOY HERBAL 175G,5,4084,5000,sales,Uncategorised
12433,7336,5441321,HOME PRIDE 1KG,2,4800,5500,sales,Uncategorised
12434,7338,6.16E+12,MAGIC 1 KG,5,6375,7500,sales,Uncategorised
12435,7339,6.16E+12,MAGIC 500G,23,3250,4000,sales,Uncategorised
12438,7342,6.16E+12,VIM LEMON 500G,24,4000,5000,sales,Uncategorised
12439,7343,6.17E+12,PEMBE FLOUR 2KG,5,7375,8500,sales,Uncategorised
12440,7344,4546545,WOOLEN BED COVERS 3 PCS SET,3,130000,175000,sales,Uncategorised
13324,7350,6.16E+12,movit perfumed baby powder,4,833,1500,sales,Uncategorised
13325,8200,6.16E+12,Movit Pure Glycerine Perfumed,4,833,1500,sales,Uncategorised
13327,8202,YS001,YS MENS SOCKS,1,4000,5000,sales,Uncategorised
13328,8203,YC0001,LED Torch,5,5000,6000,sales,Uncategorised
13330,8205,AAAA4-743,CAT KEY HOLDERS,15,1083,3500,sales,Uncategorised
13331,8206,6.16E+12,Movit herbal jelly 425g,10,9000,10500,sales,Uncategorised
13332,8207,6.78E+12,Samona herbal jelly500g,5,12000,14000,sales,Uncategorised
13333,8208,6.16E+12,movit super curl 80g,13,1333,2000,sales,Uncategorised
13334,8209,6.16E+12,movit hair ge super curl 360g,8,3167,4000,sales,Uncategorised
13335,8211,6.16E+12,Samona herbal jelly 150g,6,3833,4500,sales,Uncategorised
13336,8212,6.16E+12,movit blow out creme150g,2,2500,3000,sales,Uncategorised
13337,8213,6.16E+12,movit styling gel 150g,5,3333,4000,sales,Uncategorised
13339,8214,6.16E+12,movithairpomadesulphur 50g,6,1392,2000,sales,Uncategorised
13340,8215,6.16E+12,movit herbal jelly 120mg,7,2292,3000,sales,Uncategorised
13341,8216,6.16E+12,movit jelly 70g,3,1417,2000,sales,Uncategorised
13343,8218,6.16E+12,movit hair food 120g,0,2333,3000,sales,Uncategorised
13345,8221,6.16E+12,movit hair gel hair gro 80g,1,1333,2000,sales,Uncategorised
13346,8222,6.16E+12,movit jelly 120g,1,1833,3000,sales,Uncategorised
13347,8223,6.16E+12,Movit hair food 70g,9,1333,2000,sales,Uncategorised
13348,8224,6.16E+12,movit shampoo apple 1L,12,3000,6000,sales,Uncategorised
13349,8225,6.16E+12,Movit shampoo egg 1L,6,5000,6000,sales,Uncategorised
13350,8226,6.16E+12,Movit conditioner 1L ,6,3333,4000,sales,Uncategorised
13351,8227,6.16E+12,Movit sheen hair spray 470ml,5,10417,12000,sales,Uncategorised
13354,8230,6.16E+12,WEETABIX ORIGINAL ,4,5000,7000,sales,Uncategorised
13356,8232,6.00E+12,CADBURY TOP DECK 80G,2,5708,7000,sales,Uncategorised
13358,8234,6.16E+12,MOVITBODYMILKSOAP120G,31,2500,3000,sales,Uncategorised
13359,8235,6.16E+12,MOVIT FAMILY SOAP ROSE120G,6,2000,2500,sales,Uncategorised
13360,8236,6.16E+12,MOVITSOAPCOCONUT120G,6,2000,2500,sales,Uncategorised
13361,8237,6.16E+12,MOVITSOAPALEOVERA120G,2,1750,2000,sales,Uncategorised
13362,8238,6.16E+12,MOVIT SOAP LEMON 120G,3,2000,2500,sales,Uncategorised
13363,8239,6.16E+12,MOVIT FAMILY SOAP ROSE 230G,1,3000,3500,sales,Uncategorised
13364,8240,6.16E+12,MOVITSOAPALOEVERA 230G,4,3000,3500,sales,Uncategorised
13365,8242,6.16E+12,MOVIT SOAP LEMON 230G,0,2834,3500,sales,Uncategorised
13366,8243,6.16E+12,MUKWANO GOLDEN TEA 100g,3,2000,3000,sales,Uncategorised
13368,0,6.16E+12,MUKWANO TEA BEGS,9,4500,5500,sales,Uncategorised
13369,8246,6.16E+12,MUKWANO TAGLESS 100g,0,3200,4000,sales,Uncategorised
13370,8247,6.16E+12,garden tea 100g,6,4000,4600,sales,Uncategorised
13371,8248,6.16E+12,garden tea 50g,1,2000,2500,sales,Uncategorised
13372,8249,6.16E+12,garden tea 250g,6,10000,11500,sales,Uncategorised
13373,8250,6.16E+12,KINYARA SUGAR 1KG,8,4455,5600,sales,Uncategorised
13374,8250,6.16E+12,KINYARA SUGAR 5KG,3,23925,28000,sales,Uncategorised
13375,8252,6.16E+12,SUNSEED COOKING OIL 3L,5,29167,36000,sales,Uncategorised
13379,8256,89686120073,INSTANT NOODLES 70G,52,950,1200,sales,Uncategorised
13380,8257,89686120660,INSTANT NOODLES120G,19,1625,2000,sales,Uncategorised
13382,8259,6.16E+12,Fay Servettes,15,3750,4500,sales,Uncategorised
13383,8260,8.90E+12,BRITANNIA Good Day 120g,4,3333,4000,sales,Uncategorised
13384,8261,6.01E+13,Rwenzori Carton 500g,2,17000,20000,sales,Uncategorised
13386,8265,6.01E+12,FRESHDIARY YOGH STRAWB SAC 400g,7,2100,2400,sales,Uncategorised
13388,8267,6.16E+12,ONER MANGO500ML,13,2000,2500,sales,Uncategorised
14326,9202,6.16E+12, skyview  fruity 320 ml,4,833,1000,sales,Uncategorised
14327,9203,6.16E+12,Fun time orange  320ml,0,750,1000,sales,Uncategorised
14328,9204,6.16E+12,Sky view diew,-1,833,1000,sales,Uncategorised
14333,9209,6.16E+12,Riham creamy crunch chocolate,1,2000,2500,sales,Uncategorised
14334,9210,6.16E+12,Riham creamy crunch straw berry,7,2083,2500,sales,Uncategorised
14335,9211,6.16E+12,KOOSKY ICE CREAM CHOCOLATE 1L,3,8000,10000,sales,Uncategorised
14344,9220,6.16E+12,KOOSKY ICE CREAM 220ML,37,1500,2000,sales,Uncategorised
14355,9232,6.29E+12,Nutro digesrive biscuits 225g,1,4167,6000,sales,Uncategorised
14357,9234,6.29E+12,Nutro digestive light 400g,3,9167,12000,sales,Uncategorised
15325,10200,55,green peas ,16,4592,5000,sales,Uncategorised
15328,10203,6.01E+12,fresh dairy vanilla flav UHT250ml,14,1750,2000,sales,Uncategorised
15329,10204,8.71E+12,PHILLIPS BLENDER,0,170000,195000,Drinks ,Uncategorised
15330,10205,6.16E+12,mirinda fruity 330mls,0,833,1000,sales,Uncategorised
15331,10206,6.16E+12,PEPSI 330ml,14,833,1000,sales,Uncategorised
16326,11201,6.16E+12,RIHAM BONI BONI 50PCS,3,2500,3500,sales,Uncategorised
16327,11202,61611054536,Choco mint 50PCS,0,3375,4500,sales,Uncategorised
16329,11205,6.16E+12,RIHAM MINTO LEMON 100 ,2,5833,7000,sales,Uncategorised
16331,11207,6.16E+12,RIHAM BUTTERMILK SWEETS365G,4,4000,6000,sales,Uncategorised
17326,12202,6.01E+12,PICK & PEEL MANGO 1LITRE,1,6750,8000,sales,Uncategorised
17327,12209,546,Gift Bags small,0,625,1000,sales,Uncategorised
17329,12211,6.16E+12,MORNING FRESH ORIG BOTTLE400ML,6,6500,7500,sales,Uncategorised
17331,12213,6.06E+12,BESSA MILLET 330 MLS,16,2667,3000,sales,Uncategorised
17332,12214,12001202642,DIVINE BUSHERA 500ML,6,2625,3000,sales,Uncategorised
17334,12220,6.16E+12,MOVITBODYWASHFRESH500ML,2,5500,6500,sales,Uncategorised
17335,0,17335,PAPILION BLACKBERRY 500ML,1,6500,7500,sales,Uncategorised
17336,12221,6.16E+12,MOVITBODYWASHSENSITIVE500ML,3,5500,6500,sales,Uncategorised
17337,12222,6.16E+12,MOVITBODYWASHCOMFORT500ML,0,5500,6500,sales,Uncategorised
17338,12223,8.69E+12,PPLIQSOAPTULIP500ML,2,6500,7500,sales,Uncategorised
17339,12227,8.69E+12,PPLIQSOAPJASMINE500ML,1,6500,7500,Drinks ,Uncategorised
17340,12228,8.69E+12,PPLIQSOAPBLACKBERRY500ML,1,6500,7500,sales,Uncategorised
17341,12229,6.28E+12, FURNITURE PLEDGE  300ML,16,9533,11000,sales,Uncategorised
17342,12230,2.31E+12,Shower curtain 12pcs Hooks,1,20000,24000,sales,Uncategorised
17344,12231,6.94E+12,Shower courtains 71*71,1,20000,24000,sales,Uncategorised
17350,12240,6.16E+12,radiant  Braid hair spray 50ml,2,1667,3000,sales,Uncategorised
17353,12245,6.16E+12,IMPERIAL SOAP CLASSIC 175G,12,3083,3700,sales,Uncategorised
17355,12247,6.00E+12,HUGGIES 4 CARRY,4,28000,33000,sales,Uncategorised
17356,12249,6.00E+12,HUGGIES 6 CARRY,2,28000,32500,sales,Uncategorised
18324,12250,6.00E+12,HUGGIES JUMBO 3,2,36500,42000,sales,Uncategorised
18325,13200,6.26E+12,HAPPYKIDS 18g.e,17,844,1000,sales,Uncategorised
18326,13203,61603011,LUCOZADEV boost 250ML,12,2083,2500,sales,Uncategorised
19324,14200,6.01E+12,FRESH DIARY CHOCOLATE FLAVOURED UHT MILK LONG LIFE 250mL,0,1575,2000,sales,Uncategorised
19325,14201,6.00E+12,KYOGERO BETTER BODY OIL,5,5000,6000,sales,Uncategorised
19326,14202,6.16E+12,MIRINDA APPLE 2L,0,3583,4500,sales,Uncategorised
19327,14203,5.45E+12,FANTA 2L,0,3383,4500,sales,Uncategorised
19328,14205,6.16E+12,WEETABIX CORNFLAKES250G,2,9167,11000,sales,Uncategorised
20324,15201,6.16E+12,SESACO SOYA MILLET COMPO FLOUR 1KG,5,5600,6500,sales,Uncategorised
20325,15202,6.16E+12,SESACO MUMMIES BAGIA 90g,1,2000,2300,sales,Uncategorised
20327,15204,6.16E+12,NEWMANSGONJACRISPS 40G,9,1100,1500,sales,Uncategorised
20330,15208,6.16E+12,MUKWANO GOLDEN TEA 250G,7,4167,5500,sales,Uncategorised
20331,15209,6.16E+12,MUKWANO GOLDEN TEA 500G,4,8167,9500,sales,Uncategorised
20332,15210,6.01E+12,SHORTCAKE BISCUITS 200g,0,2800,3200,Drinks ,Uncategorised
20333,15211,6.01E+12,FAMILY BUSCUIT 180g,6,2400,2800,sales,Uncategorised
20336,15214,6.16E+12,GARDENIA SCENT HANDWASH 500ML,1,6000,7000,sales,Uncategorised
20338,15216,6.16E+12,LAVENDER BLOSSOM HANDWASH 500ML,0,6000,7000,Drinks ,Uncategorised
20339,15217,9.99E+12,BLEACH PLUS COLORS 250ML,0,2600,3500,sales,Uncategorised
20343,15222,562,DOORMAT,2,19000,25000,sales,Uncategorised
20344,15223,789,STAND NETS,3,38000,48000,sales,Uncategorised
20345,15224,6667,POLO TOWELS BIG,0,26000,38000,sales,Uncategorised
20346,15225,778,4pcs beedsheets,3,16000,20000,sales,Uncategorised
20347,15226,910,FIBRE PILLOWS BIG,1,13750,20000,sales,Uncategorised
20348,15227,920,ROUND NET 103G,5,20000,28000,sales,Uncategorised
20349,15228,123,2KG TC BLANKET,3,22000,30000,sales,Uncategorised
20350,15229,124,5KG TC BRANKET,0,50000,60000,Drinks ,Uncategorised
20351,15230,6.38E+11,LUBOWA STRAWBERRY YOGHURT 1L,1,6000,7000,sales,Uncategorised
20352,15233,230,FITTED BEDSHEET 6*6,1,60000,76000,sales,Uncategorised
20353,15234,510,POLO TOWEL SMALL,3,27000,35000,sales,Uncategorised
20354,15235,610,FIBRE CONFIRTABLE PILLOW,2,11610,15000,sales,Uncategorised
20355,15236,730,TC 3.5KG BLANKET,0,30000,40000,,Uncategorised
20356,15237,543,VARD TOWELS,0,33000,40000,Drinks ,Uncategorised
20357,15238,6.43E+12,ROUND NET 6X6,1,42000,50000,sales,Uncategorised
21324,16200,7.45E+11,JOLEMS JUNIORTOOTHBRUSH,9,1175,1500,,Uncategorised
21325,16201,7.45E+11,JOLEMS ADULT TOOTH BRUSH,28,1175,1500,sales,Uncategorised
21326,16202,6.16E+12,MOVIT BODY WASH EXTRA FRESH 500ML,8,5500,6500,Drinks ,Uncategorised
21328,16209,6.16E+12,STING ENERGY DRINK 330ML,0,1417,2000,sales,Uncategorised
21330,16211,4.01E+12,ART PENCIL 5B,4,300,600,sales,Uncategorised
21332,16216,6.16E+12,MINI SCRUBING BRUSH,10,1850,2500,Drinks ,Uncategorised
21333,16217,6.16E+12,SHOE BRUSH BLACK,17,1900,3000,sales,Uncategorised
21336,16220,45616809822,DIVINE BUSHERA 300ML,14,1417,2000,sales,Uncategorised
22325,16221,6.17E+12,WAVAH WATER 500ML ,3,667,1000,sales,Uncategorised
22327,17201,6.16E+12,N&L.COCOA BUTTER LOTION 200ML,2,3800,4500,Drinks ,Uncategorised
22328,17202,6.16E+12,VENUS SMOOTHING LOTION 400ML,0,7067,9000,sales,Uncategorised
22329,17203,6.16E+12,N&L ALOE LOTION 200ML,1,3800,4500,sales,Uncategorised
22330,17204,6.16E+12,ALOE HERBAL LOTION 200ML,2,3792,4500,Drinks ,Uncategorised
22331,17205,6.16E+12,ALOE HERBAL LOTION 400ML,0,6400,7500,Drinks ,Uncategorised
22333,17207,6.16E+12,BIC SHAVERS,43,771,1000,sales,Uncategorised
22334,17208,555,TOFFEEASST,12,70,100,Drinks ,Uncategorised
22335,17209,362,TWINS,0,77,100,Drinks ,Uncategorised
22336,17210,231,DROP MIX,37,75,100,Drinks ,Uncategorised
22337,17211,287,MR CANDY,3,400,500,sales,Uncategorised
23329,18208,6.01E+12,SUNSIP BLACKCURRANT 3L,2,12500,16000,sales,Uncategorised
23333,18217,gj001,gonja,1,417,500,Drinks ,Uncategorised
23335,18222,2208688,MASTERS COOKIES ,3,2000,2500,sales,Uncategorised
23340,18227,6.16E+12,COW BOY 500G,22,6396,7500,sales,Uncategorised
23341,18229,6.16E+12,KIMBO 500G,7,6500,7500,Drinks ,Uncategorised
23343,18233,6.95E+12,MARKERS ,6,475,1000,Drinks ,Uncategorised
23344,18234,9.42E+12,GIANT  VACCUM FLASKS,1,12000,15000,sales,Uncategorised
23345,18235,234,EGG SLICER,5,1333,2000,sales,Uncategorised
23346,18236,6.93E+12,TOOTH PICK,34,417,1000,Drinks ,Uncategorised
23347,18237,500,HUNTERS ENVELOPES,28,180,500,Drinks ,Uncategorised
23348,18238,100,HUNTERS ENVELOPES SMALL,96,70,200,Drinks ,Uncategorised
23349,18239,6.01E+12,STUDENTS GRAPH BOOK 96,0,2250,2800,sales,Uncategorised
23350,18240,6.16E+12,RWENZORI GRAPH BOOK 48,8,1083,2000,sales,Uncategorised
24326,18241,2022,SILVER PLATES,10,292,500,sales,Uncategorised
24328,19202,6.16E+12,BALLET BABY ORIGINAL 300ML,6,7709,9000,sales,Uncategorised
24329,19203,6.16E+12,BALLET SMALL JERRY 120ML,6,3750,4500,sales,Uncategorised
24330,19204,6.16E+12,VASSELINE BLUESEAL MEN 240ML,6,7885,9000,sales,Uncategorised
25326,19217,6.16E+12,SIMBA CURRY POWFER ORIGINAL 100G,3,5333,6500,sales,Uncategorised
25327,20201,6.16E+12,SIMBA CURRY POWDER ORIGINAL 200G,2,7333,8500,Sales ,Uncategorised
25328,20202,6.01E+12,CHAMPION EXERCISE BOOK 96PGS,24,1625,2000,sales,Uncategorised
25329,20203,4.02E+12,ALWAYS PADS 3INC PINK,12,2358,3000,sales,Uncategorised
25334,20208,6.16E+12,RIHAMBOURBONBISCUITS160G,0,2312,3500,Sales ,Uncategorised
26330,21212,6.16E+12,UGACHICK SUPER 1KG,6,18500,22000,,Uncategorised
26331,21213,6.16E+12,UGACHICK DRUMSTICKS-WHOLE 500G,0,9800,11000,sales,Uncategorised
26332,21214,6.16E+12,UGACHICK THIGH 500G,4,9538,11000,sales,Uncategorised
26333,21215,6.16E+12,UGACHICK WINGS 500G,8,9638,11000,sales,Uncategorised
26334,21216,6.16E+12,UGACHICK STANDARD PLATE 1.2KG,3,20350,25500,sales,Uncategorised
26335,21217,6.16E+12,UGACHICK GRILLER 1KG,3,17500,22000,sales,Uncategorised
26336,21218,6.16E+12,UGACHICK MUCHOMO PLATE 1.4KG,5,24500,28000,sales,Uncategorised
27326,21219,546456163,HOME PRIDE SMALL,3,2500,2800,sales,Uncategorised
27327,22203,90357626,COCACOLA NO SUGAR 330ML,0,833,1000,sales,Uncategorised
27328,22204,54008199,FANTA NO SUGAR 330ML,0,833,1000,sales,Uncategorised
27329,22205,90418013,NOVIDA 330ML,0,875,1000,sales,Uncategorised
28329,23209,6.13E+12,MEDINAH DELIGHTS DATES 1KG,1,13000,15000,,Uncategorised
29326,24201,7.80E+12,SCHOOL BAGS,1,28000,35000,Sales ,Uncategorised
29328,24203,2017,JUNIOR SCHOOL BAG1,1,28000,35000,Sales ,Uncategorised
29329,24206,10000,MANUSCRIP BOOK 4QUIRE,17,9000,10500,sales,Uncategorised
29330,24207,200000,MANUSCIPT BOOK 3QUIRE,20,8000,9500,sales,Uncategorised
29331,24208,30000,MANSCRIOT BOOK 2QUIRE,24,7000,8000,sales,Uncategorised
29332,24209,6.01E+12,PICFARE 96PGS BOOK,24,8958,11000,sales,Uncategorised
29333,24210,6.01E+12,PICFARE BOOK 48PGS,18,8875,9800,sales,Uncategorised
29334,24211,6.01E+12,SILVER STUDENTS BOOK 384PG,23,7167,8500,Sales ,Uncategorised
29337,24214,50000,SHARPENER LONG 24JR,40,360,600,sales,Uncategorised
29338,24215,60000,TRANSPARENT RULER ,7,417,1000,sales,Uncategorised
29339,24216,445,BABY GIRLS HAIR SET ,1,3000,3500,sales,Uncategorised
29340,24217,6666,EVA STOCKINGS MEDIUM,42,2208,4000,sales,Uncategorised
29341,24218,9999,FASHION VEST  XXL,0,18000,23000,sales,Uncategorised
29347,24224,5678,PERFECT HANDKACHIEVE,2,1250,2000,sales,Uncategorised
29348,24225,6.01E+12,PICFARE CRAYONS,0,1333,2000,sales,Uncategorised
29350,24227,20001,A6 SMALL NOTE BOOK,3,1000,1500,sales,Uncategorised
29351,24228,78,A7 NOTE BOOK,17,583,1000,sales,Uncategorised
29353,24233,6.01E+12,FRESH DIARY UHT CHOCOLATE 500ML,0,3350,4000,sales,Uncategorised
29355,24241,6.90E+11,AKASHENDA GARLIC 20ML,7,1700,2000,Sales ,Uncategorised
29356,24242,6.17E+12,AKASHENDA CHILI OIL 60ML,6,4000,4500,sales,Uncategorised
29357,24243,91037011213,AKASHENDA HOT PAPER 20ML,3,1700,2000,sales,Uncategorised
29358,24244,6.19E+12,CINNAMON POWDER 100G,4,5000,6000,sales,Uncategorised
29359,24245,6.16E+12,CINNAMON POWDER 50G,4,2500,3000,Sales ,Uncategorised
29360,24246,6.90E+12,CLOVES POWDER 50G,0,4000,5000,sales,Uncategorised
29361,24247,6.16E+12,TURMERIC POWDER 100G,2,4000,4600,Sales ,Uncategorised
29362,24248,6.17E+12,TURMERIC POWDER 50G,12,2875,3500,sales,Uncategorised
29363,24249,6.16E+12,BEEF SAUSAGE SNOWMANS 1KG,0,14175,18000,sales,Uncategorised
29364,24250,6.16E+12,CHICKEN SAUSAGE 1KG,3,27000,31000,sales,Uncategorised
29365,24251,6.16E+12,BEEF SAUSAGE ECONOMY 1KG,3,26000,30000,sales,Uncategorised
29366,24252,6.16E+12,POULTRY VIENA SAUSAGE 500G,8,13650,16000,sales,Uncategorised
29367,24253,6.16E+12,CHICKEN SAUSAGE 400G,5,11000,13000,sales,Uncategorised
29368,24254,6.16E+11,SNOWMANS SUASAGE 500G,0,7400,9500,sales,Uncategorised
29369,24255,6.16E+12,BEEF SAUSAGE MEATY 400G,3,13800,16000,sales,Uncategorised
29370,24256,6.16E+12,POULTRY VIENAS SAUSAGE 250G,3,7500,9000,sales,Uncategorised
29371,24257,6.16E+12,SNOWMANS MINCEED MEAT 1KG,1,13700,16500,sales,Uncategorised
29372,24258,6.16E+12,SNOWMANS BEEF MEAT 500G,0,7100,9000,sales,Uncategorised
30326,25205,866299,BIRTDAY CAKE SIZE 2,0,9500,13000,,Uncategorised
30328,25211,6.16E+12,BABY SOYA WITH ENKEJJE 500G,0,2500,3000,sales,Uncategorised
30329,25212,6.16E+12,PURE MILLET MAGANJO1KG,5,5000,6000,sales,Uncategorised
30330,25215,6.16E+12,MAGANJO MAIZE FLOUR 10KG,0,33000,38000,sales,Uncategorised
30331,25217,352,COMFORT TOILET PAPERS 10ROLLS,5,8475,10000,sales,Uncategorised
31326,25218,6.16E+12,CHAPA MANDAZI BAKING POWDER ,8,1000,1200,Sales ,Uncategorised
31327,26201,6.16E+12,SODA BI-CUP,5,396,600,sales,Uncategorised
31328,26203,6.20E+12,AZAM EMBE 300ML,27,1240,1500,sales,Uncategorised
31329,26204,6.16E+12,JIK REGULAR 250ML,13,3888,4500,sales,Uncategorised
31331,26206,40000,HONEY ANN  100ML,13,2500,3500,sales,Uncategorised
31332,26207,90000,HONEY ANN 300ML,1,7500,9000,sales,Uncategorised
31333,26208,1,HONEY ANN 200ML,6,4500,6000,sales,Uncategorised
31335,26210,500000,XXL MENS  BOXER,1,15000,20000,sales,Uncategorised
31336,26211,600000,XL MENS BOXER,1,15000,20000,sales,Uncategorised
31337,26212,700000,L MENS BOXER,0,15500,20000,sales,Uncategorised
31338,26213,800000,M MENS BOXER,1,15750,20000,sales,Uncategorised
31339,26214,6.92E+12,FEMININE KNICKERS,6,7500,9000,,Uncategorised
31341,26215,20000000,GIRLS NICKERS,3,13500,16000,sales,Uncategorised
31342,26217,6.97E+12,GOOD DOCTOR TOOTH BRUSH KIDS,0,479,1000,Sales ,Uncategorised
31345,26221,4.44E+11,RUBBER UMBRELLA,5,14000,19000,sales,Uncategorised
32326,26225,6.01E+12,FRESHDIARY YOGH VAN SACK400g,7,2100,2400,sales,Uncategorised
32332,27210,6.16E+12,KOOSKY ICE CREAM 500ML,1,3500,5000,sales,Uncategorised
32336,27220,6.01E+12,PEP PASSION JUICE 5L,2,22500,26000,sales,Uncategorised
32337,27221,6.91E+12,SHUYA ACTIVE  PANT LINER PURPLE,5,4875,6000,,Uncategorised
32338,27222,6.91E+12,SHUYA SANITARY  NAPKIN BROWN,0,4875,6000,sales,Uncategorised
32339,27223,6.91E+12,SHUYA NEW UPGRADED BLUE,6,4875,6000,sales,Uncategorised
32340,27224,6.91E+12,SHUYA  DAILY USE GREEN,3,4875,6000,sales,Uncategorised
32341,27225,2030,BABY NIPPLES,43,350,700,sales,Uncategorised
32343,27227,42124696,PK 105 BLUE,18,700,1000,sales,Uncategorised
32344,27228,40099910,PK 105 GREEN,29,667,1000,sales,Uncategorised
33326,27230,8000000,ALWAYS 3.0L FLASK,1,47000,58000,sales,Uncategorised
33327,28201,9000000,ALWAYS 3.5L FLASK,1,55000,65000,sales,Uncategorised
33329,28203,69468487234,HONEY BABY  BOTTLES180ML,4,4125,6500,sales,Uncategorised
33331,28205,10000000,BEIKU BOTTLE 260ML,2,5500,6500,Sales ,Uncategorised
33332,28206,200000000,BEIKU BOTTLE 180ML,2,4000,5000,sales,Uncategorised
33336,28210,2060,MERAMINE TRAYS,2,12000,14000,Sales ,Uncategorised
33338,28212,2040,TRAY MELLAMINE SMALL,1,4000,6000,sales,Uncategorised
33344,28218,2005,CUPS,9,2500,3000,sales,Uncategorised
33345,28219,6.93E+12,SUGAR BOWL BLACK,2,5500,6500,Sales ,Uncategorised
33347,28221,1.07E+12,JUG,1,15000,18000,Sales ,Uncategorised
33348,28222,6.93E+12,JUG AND GLASS,1,30000,36000,sales,Uncategorised
33349,28223,6.93E+12,SMALL CONTAINER,1,5000,6000,sales,Uncategorised
33353,28227,6.92E+12,H2O COOL BOTTLE,2,8500,12000,sales,Uncategorised
33355,28229,2002,PLASTIC BOTLE,1,7250,10000,sales,Uncategorised
33357,28231,2,LUCKY ENOUGH DINER PLATE,0,5000,6000,,Uncategorised
33358,28232,3,8Y DINER PLATE,6,8333,10000,Sales ,Uncategorised
33359,28233,5,CIRCLE DINNER PLATES,5,6667,8000,Sales ,Uncategorised
33360,28234,6,DINNER PLATES,2,7500,9000,Sales ,Uncategorised
33361,28235,6.98E+12,KNIFE,1,2917,3500,Sales ,Uncategorised
33362,28236,6.93E+12,BIG KNIFE SET,1,15000,18000,sales,Uncategorised
33365,28239,80,TEMPERATURE FLASK ,2,15000,22000,sales,Uncategorised
33366,28240,90,JK VACCUM BOTTLES,3,25000,30000,sales,Uncategorised
33371,28245,70,LEMON SQUEZER,1,5000,6000,Sales ,Uncategorised
33372,28246,6.88E+12,GLASS DISH,1,60000,73000,sales,Uncategorised
33373,28247,3,DINNER TABLE KNIFE GOLD,0,15000,17500,Sales ,Uncategorised
33374,28248,4,DINNER KNIFE SILVER,1,10000,12000,Sales ,Uncategorised
33375,28249,5,KITCHEN WARE SPOONS ,5,3000,5000,sales,Uncategorised
34327,29201,6.01E+12,PICFARE DRAWING BOOK,1,1500,2000,sales,Uncategorised
34328,29202,6.01E+12,GRAPH BOOK,5,1500,2000,sales,Uncategorised
34329,29203,5.05E+12,PRINGLES BLUE 165G,11,7895,10000,sales,Uncategorised
34330,29204,6.16E+12,FAMAKA GWAVA FRUIT JUICE 500ML,11,2667,3000,sales,Uncategorised
35326,30202,036623|10,GIFT BAGS CRAFT,1,2500,2800,Sales ,Uncategorised
35328,31202,6.94E+12,CLOTH PEG H769,0,3000,3500,sales,Uncategorised
35329,31203,6.94E+12,SOAP DISH,0,3500,4000,Sales ,Uncategorised
35330,31204,6.16E+12,CRAYONS COLOURED,0,2000,2500,sales,Uncategorised
35331,31205,6.93E+12,HANGERS,2,8500,10000,Sales ,Uncategorised
