Number,stockId,SerialNumber,ProductName,Quantity,Costprice,Price,Department,Category
53459,50463,6.97E+12,  CARE FLOSS TOOTHPIC 40PCS,7,2000,3000,sales,Uncategorised
53460,50464,6.92E+12,WHISPER SHAVER ,0,2125,2700,sales,Uncategorised
53461,50466,6.90E+12,ALARM PADLOCK,0,15000,20000,Sales ,Uncategorised
53462,50467,6.97E+12,SHENLING TOP SECURITY 60MM,0,9000,11000,Sales ,Uncategorised
53463,50468,3.31E+12,SHENLING PADLOCK 30MM,0,3000,5000,Sales ,Uncategorised
53465,50470,6.94E+12,PVC DOUBLE SMALL MIRRORS,2,4000,5000,sales,Uncategorised
53467,50472,6.93E+12,COLOUR BRUSH,5,2000,2500,Sales ,Uncategorised
53468,50473,6.85E+12,BIKE CLOCK ,1,15000,20000,sales,Uncategorised
53469,50474,6.91E+12,QUARTZ CLOCK,2,15000,23000,sales,Uncategorised
53470,50475,6.90E+12,RECHAGEABLE LED LIGHTS,3,9000,15000,sales,Uncategorised
53471,50476,641321580,BABY TOY EXPERT,1,7000,8500,sales,Uncategorised
53473,50478,62871045000,FLASH KIDS BALLS,0,2333,4500,sales,Uncategorised
53474,50479,652310400PCS,SMALL BALLS,3,5250,7000,sales,Uncategorised
53475,50480,6.96E+12,BABY BOX CLOTH SET,2,30000,35000,sales,Uncategorised
53477,50482,6.95E+12,BABY WATCH,1,3000,3500,sales,Uncategorised
53480,50484,69552800055,BATH CAPS,2,4000,5000,Sales ,Uncategorised
53481,50486,6.91E+12,SOAP HOLDER,2,3000,3500,Sales ,Uncategorised
53482,50487,6.93E+12,BATHING SPONGE SET,1,5000,7500,sales,Uncategorised
53483,50488,6.96E+12,LONG BATH SPONGE,5,4750,6000,Sales ,Uncategorised
53484,50489,654789510,BABY BIB CLOTH ,3,3500,4000,sales,Uncategorised
53486,50490,6542130,kitchen towels,2,3500,4000,,Uncategorised
53488,50494,7.64E+11,BELLA HIBISCUS DRINK 500ML,0,2917,3500,Sales ,Uncategorised
53490,50505,6.92E+12,BABY HAT & GLOVE ,2,4000,5000,sales,Uncategorised
53494,50512,6.16E+12,TROPICAL ROSEMARY LEAVES,3,2500,3000,Sales ,Uncategorised
53495,50513,6.16E+12,TROPICAL HEAT PILAU MASALA 50G,0,4500,5200,sales,Uncategorised
53496,50514,6.16E+12,TROPICAL HEAT PAPRICA 50G,6,2700,3200,sales,Uncategorised
53497,50515,6.16E+12,TROPICAL HEAT TEA MASALA 45G,0,4000,4700,sales,Uncategorised
53498,50516,6.16E+12,TROPICAL HEAT MIXED SPICES 50G,4,3550,4000,Sales ,Uncategorised
53499,50517,6.16E+12,TROPICAL HEAT GINGER 45G,2,2900,3500,Sales ,Uncategorised
53500,50518,6.16E+12,TROPICAL HEAT BLACK PEPPER 50G,4,4400,5000,sales,Uncategorised
53501,50520,6.01E+12,COCACOLA GLASS,10,5200,6000,Sales ,Uncategorised
53502,50521,7.06E+11,LUCID BULBS 10W,41,5900,7000,Sales ,Uncategorised
53503,50522,7.06E+11,LUCID BULBS 5W,22,4500,5500,Sales ,Uncategorised
53504,50523,6162578900,ASIAN CUPS & SAUCER,22,5800,7000,sales,Uncategorised
53507,50528,8.69E+12,COCO BONITA CHOCOLATE,0,160,200,,Uncategorised
53509,50535,6.00E+12,NOVITA HAIR FOOD AVOCADO70G  OIL,10,1500,2000,sales,Uncategorised
53512,50554,9.31E+12,INDOCAFE CAPPUCINO 5 in 1,7,6000,8000,,Uncategorised
53513,50555,6.95E+12,KOPIKO GRADE LATE,6,7875,9500,sales,Uncategorised
53514,50556,9.00E+12,KOPICO BLANCA CREAMY COFFE,0,9000,11000,Sales ,Uncategorised
53515,50557,8.91E+12,KWALITY CHOCOFLAKES 375G,4,12333,14500,Sales ,Uncategorised
53516,50558,6.22E+12,TEMMYS CORN FLAKES 250G,2,7333,9000,sales,Uncategorised
53517,50562,6.97E+12,CANYE NIGHT PROTECTION 2 in 1,0,11000,13000,sales,Uncategorised
53519,50564,6.97E+12,COTTON BUDS 100pcs,0,1500,2000,sales,Uncategorised
53520,50565,6.97E+12,CARE FLOSS 30PC TOOTHPICS,3,1500,2000,sales,Uncategorised
53521,50566,6.97E+12,SQUARE TOOTH PIC,3,2500,3000,Sales ,Uncategorised
53522,50567,7.12E+12,KICK SNACKS,35,400,500,sales,Uncategorised
53523,50568,6.16E+12,MR GREEN SCOURING POWER,7,2500,3000,Sales ,Uncategorised
53529,50575,5.03E+12,HUGGIES NEW BORN 1,3,23083,26500,sales,Uncategorised
53530,50576,5.03E+12,HUGGIES NEW BORN 2,0,22967,26500,sales,Uncategorised
53531,50577,4.01E+12,P.K BLUE,49,189,300,sales,Uncategorised
53534,50580,6.16E+12,SULFO GLYCERINE WHITE,3,1667,2000,sales,Uncategorised
53535,50581,6.16E+12,SULFO GYLCERINE PINK,4,1667,2000,sales,Uncategorised
54459,51471,6.15E+12,AUNT PORIDGE 1KG,5,11000,13000,sales,Uncategorised
54460,51474,4.58E+12,MULONDO POWDER 100G,1,4500,5500,sales,Uncategorised
54461,51475,7.04E+11,HERMELA SKINCARE GUEST SOAP,20,2209,2700,sales,Uncategorised
54465,51482,NO BAR CODE,HARD CONES,12,396,500,Sales ,Uncategorised
54466,51483,N/A,BAGIYA,6,396,500,Sales ,Uncategorised
54467,51490,7.46E+11,JIBU TAP BOTTLE 20L,4,32500,43000,sales,Uncategorised
54469,51500,6.16E+12,GORILLOS PIZZA FLAVOUR 24G,46,400,500,sales,Uncategorised
54470,51508,6.29E+12,Nutro digestvie biscuits 400g,3,8333,12000,sales,Uncategorised
54471,51522,61614000,BLUE BAND 100G,15,1825,2200,sales,Uncategorised
54472,51540,6.01E+12,BRITANIA NICE BUSCUIT 100G,0,433,500,Drinks ,Uncategorised
54473,51549,6.16E+12,SKY VIEW  COLA 320ML,3,792,1000,Sales ,Uncategorised
54474,51560,4.01E+12,DEEP ACTIVE NIVEA MEN 150ML,0,11000,13000,Sales ,Uncategorised
54476,51568,6.16E+12,GALAXY DISPOSABLE GLASS 400ML,5,4000,5500,Sales ,Uncategorised
54477,51569,6.16E+12,GALAXY DISPOSABLE CUPS 250ML,0,3500,4500,sales,Uncategorised
54478,51575,6.93E+12,WISKY GLASS,9,2980,5000,sales,Uncategorised
54479,51576,6.95E+12,CAND SUGAR BOWEL,3,5000,6500,sales,Uncategorised
54480,51577,6.93E+12,PARTY CUPS DISPOSABLE,7,2500,3000,,Uncategorised
54481,51578,6.92E+12,SHANTOU BABY CUPS,2,5000,6000,sales,Uncategorised
54483,51580,6.94E+12,M & G HB PENCIL,3,3000,3500,Sales ,Uncategorised
54484,51581,62314508,SEAL TAPE SMALL,21,333,1000,sales,Uncategorised
54485,51582,6.88E+12,PRICE TAGGING,36,650,1000,Sales ,Uncategorised
54486,51584,6.16E+12,BALLET ACTIVE VITAMIN 250G,1,7917,9000,sales,Uncategorised
54487,51585,6.16E+12,BALLET BUTTER BLEND 250G,0,7917,9000,sales,Uncategorised
54488,51586,5.45E+12,RWENZORI WATER 20L,2,12000,15000,sales,Uncategorised
54489,51589,9.00E+12,cussons baby oil soft 100ml,5,7500,9000,sales,Uncategorised
54492,51592,6.11E+12,STAR WHITE SWEET BREAD 1KG,6,5000,5700,sales,Uncategorised
54493,52611,544641651,DOLLS BIG SIZE,2,30000,35000,Sales ,Uncategorised
54496,52616,6598741203,CANISTER SUGAR BOWEL,2,28000,33000,,Uncategorised
54497,52617,6541278901,VACCUM CUPS AND BOTTLE,2,42500,52000,Sales ,Uncategorised
54498,52618,6.97E+12,FRUIT PLANNER,1,5000,6000,Sales ,Uncategorised
54499,52619,65321040120,STAINLESS STEEL STRAINER,1,7000,8000,Sales ,Uncategorised
55494,53608,69321450,MARIAS SIMSIM PASTE & G NUTS,4,4500,5500,sales,Uncategorised
55495,53610,6.16E+12,LATO MILK VANILLA 125ML,36,829,1000,sales,Uncategorised
55496,53611,6.16E+12,LATO MILK STRAWBERRY 125ML,24,829,1000,sales,Uncategorised
55497,53612,61640028,LATO MILK STRAWBERRY 125 CARTON,2,19900,23000,sales,Uncategorised
56493,54602,6.94E+12,ICE WATER 1.5L,37,917,1200,sales,Uncategorised
57493,55606,8.00E+12,ALWAYS COTTON PADS SOFT,3,1788,2800,sales,Uncategorised
57494,55608,4.02E+12,ALWAYS MAXI PADS,12,2469,3000,sales,Uncategorised
57496,55617,8.69E+12,KING TAT CHOCOLATE,0,417,500,sales,Uncategorised
57497,55624,6.29E+12,FOGG DEODRANT ,0,6000,7000,Sales ,Uncategorised
57498,55625,6.29E+12,NUTRO GLUCOSE BUSCUIT,0,250,500,Sales ,Uncategorised
57499,55626,8.91E+12,MENTHO KING SORE THROAT,49,200,500,sales,Uncategorised
57500,55627,5.02E+12,DABUR HERB CLOVES  ,5,4750,6000,sales,Uncategorised
57503,55644,6.16E+12,MACDO TOMATO SAUCE 5L,4,8500,11000,sales,Uncategorised
57504,55646,6.52E+13,MACDO TOMATO SAUCE SUCKETS,48,105,200,Sales ,Uncategorised
57505,55649,698852,MASTERS VANILLA CAKE 100G,11,800,1000,sales,Uncategorised
57508,55655,6.16E+12,LATO MILK FULL CREAM POWDER 15G,137,400,500,sales,Uncategorised
57509,55661,8.60E+11,DOVE SECRETS LOTIONS,0,21667,25000,sales,Uncategorised
57510,55662,8.71E+12,DOVE BODY LOVE LOTION 400ML,1,14166,17000,sales,Uncategorised
57511,55663,8.71E+12,DOVE  INVIGORATING CARE 400ML,0,13334,15500,Sales ,Uncategorised
57512,55664,8.71E+12,DOVE INTENSE CARE 400ML,0,13333,15500,Sales ,Uncategorised
57514,55667,6.15E+12,PUMPKIN SEEDS RICE OATS FLOUR 1KG,2,4500,5500,sales,Uncategorised
57516,55673,6.81E+12, KABODYCOCONUT MILK SOYA RICE 1KG,3,4500,5500,sales,Uncategorised
57519,55689,6.20E+12,AZAM STARBIX BISCUITS 100G,6,1563,2000,,Uncategorised
57520,55693,6.16E+12,PICK & PEEL MANGO 250ML,0,2083,2500,Sales ,Uncategorised
57525,55730,8.00E+12,PAMPERS 5,5,6363,7500,sales,Uncategorised
57526,55731,3.01E+12,GILLET NACET STAINLESS,21,1350,2000,Sales ,Uncategorised
57527,55738,6.16E+12,CHAPA NYOTA SOAP 600G,0,3404,4000,Sales ,Uncategorised
57529,55743,6598740,UMOJA SANDLES,6,4792,6000,sales,Uncategorised
57536,55769,6.16E+12,SOFT CARE BABY DIAPER SMALL,0,17667,23000,sales,Uncategorised
57537,55771,6161109710,BHOOM BHOOM SNACKS,75,367,500,sales,Uncategorised
57540,55794,6.16E+12,BALLET SOAP REGULAR 1000ML,0,2667,3500,Sales ,Uncategorised
57542,55806,3004575826,AMERICAN GREEN BEEF HONEY 50G,0,11667,14000,Sales ,Uncategorised
57543,55815,16243210,SUNDA INTERNATIONAL PLATES,1,4167,5000,sales,Uncategorised
57544,55816,652314780,SUNDABESTS WHITE PLATE,4,3750,4500,sales,Uncategorised
57545,55823,6.16E+12,AMARA COCONUT BLOTION 400ML,1,6417,9000,sales,Uncategorised
57546,55824,6.16E+12,AMARA RAW SHEA 400ML,1,6500,9000,sales,Uncategorised
57548,55830,54001213,MINUTE MAID BERRY BLAST 400ML,4,2083,2500,sales,Uncategorised
57549,55833,6.01E+12,BROOKSIDE FRUIT YOGHURT 450G,0,4100,5000,sales,Uncategorised
57551,55835,6.16E+12,KAZIRE ALLOE GREEN TEA 280ML,5,1250,1500,sales,Uncategorised
57552,55836,6.16E+12,KAZIRE ORANGE TEA 350ML,7,1667,2000,Sales ,Uncategorised
57554,55852,6.16E+12,IMPERIAL LEATHER CUSSONS 75G,0,1042,1500,Sales ,Uncategorised
57555,55853,6.16E+12,FAY FOIL 30MTR,4,28000,35000,sales,Uncategorised
57557,55863,5.02E+12,NAOMI PERFUME,0,5000,7000,sales,Uncategorised
57559,56881,6.01E+12,SPLASH TROPICAL FRUIT 250ML,1,1583,2000,sales,Uncategorised
58558,58879,8.00E+12,ARIEL ORIGINAL 500G,12,4636,6000,sales,Uncategorised
59558,59874,6.16E+12,TASTY NOODIES CHICKEN 120G,30,1225,2000,sales,Uncategorised
59559,59878,ST0010769,GAS PRESSURE REGULATOR,2,35000,40000,Sales ,Uncategorised
59561,59880,654239870,GASS GRILLS,1,13000,17000,Sales ,Uncategorised
59562,59881,6547892130,GAS HOSE PIPES,2,12000,14000,Sales ,Uncategorised
59563,59888,6532100,TOTAL GAS CYLINDER 3KG,1,111000,111000,sales,Uncategorised
59564,59889,6541203,TOTAL GAS 6KG CYLINDER,4,115000,130000,sales,Uncategorised
59565,59890,6.54E+11,TOTAL GAS CYLINDER 12.5KG,2,191160,195000,sales,Uncategorised
59566,59894,8.69E+12,EXTRA COFFEE CHOCOLATE,69,205,300,sales,Uncategorised
59567,59905,616400281,LATO MILK STRAWBERRY 250 CARTON,1,40500,47000,sales,Uncategorised
59568,59910,6.16E+12,LATO MILK YOGHURT STRAWBERRY 250ML,32,1700,2000,Sales ,Uncategorised
59569,59911,90399497,MINUTE MAID ORANGE 400ML,11,2083,2500,Sales ,Uncategorised
59571,59920,6.16E+12,CREAMY CRUNCH VANILLA ,6,2083,2500,sales,Uncategorised
60558,59929,6.16E+12,WEETABIX CORNFLAKES CLASSIC 500G,6,17200,20000,sales,Uncategorised
60559,60870,6.16E+12,WEETABIX ORIGINAL 112G,9,2900,4000,sales,Uncategorised
60560,60871,6.93E+12,MOSQUITO REPELLANT LIQUID 45,0,9500,11000,Sales ,Uncategorised
60561,60872,6.93E+12,MOSQUITO REPELLENT BLUE,2,5000,6500,sales,Uncategorised
60562,60873,6.93E+12,ARROW MOSQUTO REP YELOW,3,4892,6500,sales,Uncategorised
60566,60877,8.96E+12,NISA HAIR REMOVAL LEMON 20ML,7,1250,1500,Sales ,Uncategorised
60567,60878,8.96E+12,NISA HAIR REMOVAL CUCUMBER 20ML,9,1250,1500,Sales ,Uncategorised
60568,60879,8.96E+12,NISA HAIR REMOVOL ROSE 20ML,4,1250,1500,Sales ,Uncategorised
61558,61870,69845120345,LOCAL BATHING SPONGE,10,1800,3000,sales,Uncategorised
62559,63893,6.07E+12,HEROSE VANILLA CAKE,9,800,1000,sales,Uncategorised
62561,63895,6.07E+12,HEROS COCONUT COOKIES,3,2500,3000,sales,Uncategorised
62563,63907,6.16E+12,LATO MILK YOGHURT VANILLA 250ML,8,1700,2000,Sales ,Uncategorised
62566,63952,6532178902,CLEVER GOLD BABY VESTS,4,16667,20000,Sales ,Uncategorised
62568,63960,7.62E+12,CERELACKINFANT MILK 400G,8,20000,26000,sales,Uncategorised
62569,63961,7.61E+12,SMA  PRO 400G,0,40833,47000,sales,Uncategorised
62570,63962,8.91E+12,SHIVA HONEY 400G,0,10000,12000,sales,Uncategorised
62573,63965,6.16E+12,GALAXY  PLASTIC PLATE PACK,8,8000,9500,sales,Uncategorised
62574,63968,65417893,HAND WATCHES PLASTIC,4,5750,7000,sales,Uncategorised
62575,63969,AFAFAF,RICE SUPER 10KG,2,46938,52000,sales,Uncategorised
62576,63971,8.69E+12,PAPILION FACIAL TISSUE 250PCS,5,5000,7000,sales,Uncategorised
62577,63972,8.69E+12,PAPILION PREMIUM TISSUE 150PCS,5,7000,9000,sales,Uncategorised
62578,63973,8.69E+12,PAPILION FACIAL KAGIT TISSUE 60PCS,4,4000,6000,sales,Uncategorised
62579,63977,8.69E+12,PAPILION WET WIPES LAVENDER 100PCS,5,8500,10000,sales,Uncategorised
62580,63978,8.69E+12,PAPILION POCKET WET WIPES 15PCS,0,1200,1500,Sales ,Uncategorised
62581,63979,8.68E+12,DEED FRESH MICELLAR WET WIPES 25PCS,0,4000,5000,Sales ,Uncategorised
62582,63980,8.68E+12,DEEP FRESH COLLAGEN MAKE UP 25PCS,1,4000,5000,Sales ,Uncategorised
62583,63981,5.06E+12,GALAXY CONCEPT PERFUME SPRAY 200ML,2,7950,11000,sales,Uncategorised
62585,63983,8.72E+12,CHARCOAL TOOTH BRUSH,2,1706,2500,sales,Uncategorised
62586,63988,6.00E+12,COLGATE TOOTH BRUSH DOUBLE,12,2917,3700,Sales ,Uncategorised
62587,63989,6.92E+12,COLGATE STRAWBERRY JUNIOR,7,2917,3500,Sales ,Uncategorised
63558,65870,290056,MASTERS DELIGHT CAKE 400G,2,4000,4500,sales,Uncategorised
64558,66875,6.16E+12,NICE TANGAWIZI 150G,2,3500,4000,Sales ,Uncategorised
64559,66876,6.16E+12,NICE KISUBI TEA 150G,2,3500,4000,Sales ,Uncategorised
64560,66877,6.62E+12,NICE BUDALASINI TEA 150G,5,3500,4000,Sales ,Uncategorised
64561,66878,6.40E+12,NICE VANILLA TEA 150G,5,3500,4000,Sales ,Uncategorised
64562,66879,6.41E+12,NICE COOFEE 150G,1,3500,4000,Sales ,Uncategorised
64563,66880,6.41E+12,NICE TANGAWIZI TEA 75G,5,2500,3000,,Uncategorised
64564,66881,6.40E+12,NICE VANILLA TEA 75G,4,2500,3000,sales,Uncategorised
64565,66882,6.62E+12,NICE BUDALASINI TEA 75G,2,2500,3000,sales,Uncategorised
64566,66883,6.40E+12,NICE COFFEE 75G,0,2500,3000,,Uncategorised
64567,66884,6.16E+12,NICE KISUBI TEA 75G,3,2500,3000,,Uncategorised
64568,66890,6.16E+12,KRISHNA CANDLES 8PCS,6,1600,2000,Sales ,Uncategorised
64570,66903,65213487,JESA LONG LIFE MILK CARTON 500ML,0,32000,35000,sales,Uncategorised
64571,66916,6.16E+12,NEWMANS DADDIES  SOFT 150G,2,2000,2300,Sales ,Uncategorised
64572,66917,6.16E+12,NEWMANS DADDIES SWEET 75G,4,1000,1200,sales,Uncategorised
65558,69885,6.16E+12,SOFT BITE SNACK H.CONE & GNUTS,13,800,1000,sales,Uncategorised
65559,69887,6.96E+12,NAPHTHALENE BALLS ,3,6000,7000,Sales ,Uncategorised
65560,69888,9.00E+12,KIWI INSTANT POLISH BLACK 75ML,6,10833,12500,Sales ,Uncategorised
65561,69889,9.00E+12,KIWI SHINE & PROTECT 75ML,6,10833,12500,Sales ,Uncategorised
65563,69892,6.29E+12,PUREBORN DIAPERS 5KG 34 PACK,6,35400,40000,Sales ,Uncategorised
65564,69893,6.29E+12,PURE WIPES 60PCS,12,19000,22000,Sales ,Uncategorised
65565,69899,5.41E+12,ARIEL ORIGINAL 1KG,14,9000,11000,sales,Uncategorised
65566,69900,6.16E+12, Movit radiant sheen hair spray470ml,0,10500,12000,Sales ,Uncategorised
65568,69906,ST0010767,GAS BURNER,5,15000,20000,Sales ,Uncategorised
65569,69909,698745201,BABY SHOES NEW BORN,9,3000,5000,sales,Uncategorised
65570,69910,6543987,LUCKY STAR BABY CLOTH SET,1,30000,35000,sales,Uncategorised
65571,69911,693214758,BABY PANTS NEW BORN,7,3750,4500,sales,Uncategorised
65572,69912,678412360,2PCS BED SHEETS  FOR BABY ,4,16500,20000,sales,Uncategorised
65573,69913,632147802,GIRLS BABY DRESS ,3,14500,18000,sales,Uncategorised
65574,69915,1.92E+12,NEW DAY LEMON CAKE (V BIG),1,28000,34000,sales,Uncategorised
65575,69922,6.16E+12,PARTY DISPOSABLE CUPS 500ml,0,4000,5500,sales,Uncategorised
65576,69923,654123,DISPOSABLE COVERS 500ML,2,4000,5000,Sales ,Uncategorised
65577,69925,6.16E+12,Bidco noodies Beef120,19,1225,2000,sales,Uncategorised
65579,69932,8.99E+12,SWEETY FITPANTZ M 60PCS,2,38500,44000,Sales ,Uncategorised
65580,69933,8.99E+12,SWEETY FITPANTZ L 48PCS,2,38500,44000,Sales ,Uncategorised
65581,69934,4.01E+12,NIVEA RICH NOURISH LOTION 400ML,0,13333,16000,sales,Uncategorised
65582,69935,4.01E+12,NIVEA MEN COOL KICK B/LTN 400G,0,13333,15500,Sales ,Uncategorised
65583,69942,5.45E+12,COCACOLA 2L,0,3383,4500,sales,Uncategorised
65584,69943,6.16E+12,OATIBIX 500G,4,6250,8500,,Uncategorised
65585,69944,6.00E+12,CERES NECTOR MANGO 250ML,12,2167,2500,Sales ,Uncategorised
65587,69946,616135489,GNUTS ,6,400,500,sales,Uncategorised
65588,69947,7.45E+11,HOLIC PADS REGULAR 280MM,2,3000,3500,Sales ,Uncategorised
65589,69948,7.45E+11,HOLIC PADS MAX 310MM,0,3000,3500,Sales ,Uncategorised
65591,69956,6.97E+12,MATRIX HOT PLATE ELECTRIC,5,25000,35000,Sales ,Uncategorised
65594,69973,5.45E+12,MINUTE MAID BERRY BLAST 1L,0,3400,5000,Sales ,Uncategorised
65596,69979,6.16E+12,MONZZARRELLA CHEESE 500G,12,12000,14000,sales,Uncategorised
65597,69981,6.16E+12,SAFARI BEEF SAUSAGES 500G,0,14200,16500,Sales ,Uncategorised
65601,70006,6.01E+12,VANILLA FLAVOURED YOGHURT 100G,0,900,1200,,Uncategorised
65604,70018,6.16E+12,JESA LONG LIFE 500ML,24,1778,2000,sales,Uncategorised
65606,70054,6.58E+11,OLITALIA EXTRA VIRGIN OIL 500ML,2,30000,36000,sales,Uncategorised
65607,70056,6.92E+12,BEIKU BOTTLE 60ML,2,3000,3500,Sales ,Uncategorised
65609,70058,6.96E+12,KIDS TOOTH BRUSH,0,2667,3500,sales,Uncategorised
65610,70060,6.16E+12,GEISHA ROSE SOAP 225G,7,3017,3500,sales,Uncategorised
65611,70061,6.16E+12,GEISHA LEMON SOAP 225G,12,3017,3500,sales,Uncategorised
65612,70062,6.16E+12,GEISHA COCONUT MILK 225G,6,3044,3500,sales,Uncategorised
65614,70064,6.94E+12,TAU LIGHTER SAUCE,11,460,1000,sales,Uncategorised
65616,70067,6.16E+12,NESTLE MILO 200G,3,12500,15000,Sales ,Uncategorised
65618,70069,6.16E+12,NESTLE MILO 100G,5,6875,8000,Sales ,Uncategorised
65619,70070,6.16E+12,ZESTA & HOT SWEET SAUCE 420G,8,4000,5000,sales,Uncategorised
65620,70071,17273504517,AMERICAN REAL MAYONAISE 887ML,5,26667,31000,sales,Uncategorised
65623,70074,7.17E+11,REAL MAYONASE ORIGINAL 237ML,6,13167,16500,sales,Uncategorised
65627,70079,6.29E+12,SAFA TOMATOE PASTE 800G,2,8667,11000,sales,Uncategorised
65628,70083,9.50E+12,COCOPULP 300ML,5,9167,12000,sales,Uncategorised
65629,70084,9.50E+12,COCO PULP SMALL 150ML,0,5417,6500,sales,Uncategorised
65630,70085,6.97E+12,RED COCK RICE BASMART 2KG,2,19750,23000,sales,Uncategorised
65631,70086,6.22E+12,RED COCK BASMART RICE 1KG,5,9950,12000,sales,Uncategorised
65632,70087,6.16E+12,GALAXY DISPOSABLE PACK 500ML,0,3500,5500,Sales ,Uncategorised
65633,70094,54491069,SPRITE 500ML,0,1271,1500,Sales ,Uncategorised
66604,72017,966177,MASTERS BIRTDAY CAKE 4,0,20000,25000,sales,Uncategorised
66605,72022,6.80E+12,KABODY SOYA MILLET 1KG,0,4500,5500,sales,Uncategorised
67605,73016,4.01E+12,NIVEA DRY IMPACT MEN DEO50ML,2,6850,9000,sales,Uncategorised
67607,73017,JHGKGOSD,RICE 1KG,4,4600,5000,sales,Uncategorised
67608,73023,6.00E+12,DETTOL HERBAL 100G,4,2565,3000,sales,Uncategorised
67609,73024,6.00E+12,DETTIL ORIGINAL 100G,6,2565,3000,sales,Uncategorised
67613,73032,7.16E+12,MAMA PRIDE FAMILY BREAD 1KG,5,4850,5500,sales,Uncategorised
67615,73051,6.22E+12,TERMYS CORN FLAKES 500ML,3,13000,15500,sales,Uncategorised
67616,73052,8.91E+12,KWALITY CORN FLAKES HONEY 375G,2,12333,14500,sales,Uncategorised
67617,73057,6.16E+12,FAY FOIL 45CMX5M,4,4750,5500,Sales ,Uncategorised
67618,73058,6.16E+12,GOLD TOUCH BEAUTY CREAM 50G,1,3083,4000,sales,Uncategorised
67619,73059,8.91E+12,KWALITY CHOCO RING 375G,3,12333,14500,Sales ,Uncategorised
67625,73097,5.03E+12,PURE HEAVEN 750ML,0,15833,18000,Sales ,Uncategorised
67626,73109,6.93E+12,ZEGO CUP 600ML,0,35000,42000,sales,Uncategorised
67627,73110,2.02E+12,REGAL VACCUM JUG 1.0L,2,40000,46000,Sales ,Uncategorised
67628,73113,6325890,CUPS BIG,16,2917,3500,Sales ,Uncategorised
67630,73115,654987230,4 IN 1 BACK PACK,0,25000,30000,Sales ,Uncategorised
67631,73116,653214023,CARTOON SCHOOL BAGS,2,25000,33000,Sales ,Uncategorised
67632,73125,KGKGK,SQUEEZER,11,3500,5000,Sales ,Uncategorised
67633,73126,698542130,HARD BRUSH,12,3500,5000,Sales ,Uncategorised
67634,73129,6.16E+12,SWT CHENAB RICE 1KG,9,9750,12500,sales,Uncategorised
67635,73131,6.19E+12,EXTRA VIRGIN OLIVE OIL 250ML,0,12000,25000,sales,Uncategorised
67637,73134,625478930,FLORAL MERAMINE TRAY BIG,13,5500,7000,sales,Uncategorised
67641,73148,6.15E+12,WANDAZ BABY JELLY 500G,6,9200,11000,sales,Uncategorised
67642,73175,6.16E+12,OMO HAND WASH 500G,6,5702,6500,sales,Uncategorised
67644,73189,6.71E+12,KYOGERO HERBAL PETROLEUM 50G,3,1167,1500,sales,Uncategorised
67647,73205,24000109600,JUST JUICY APPLE 1L,7,5750,7000,sales,Uncategorised
67648,73206,24000109631,JUST JUICY MANGO 1L,8,5750,7000,sales,Uncategorised
67649,73207,24000109587,JUST JUICY MANGO 250ML,12,1761,2000,sales,Uncategorised
67656,73212,6-161105-472568,NASYMA TOILET PAPERS,104,396,500,Sales ,Uncategorised
67657,73215,6-161105-4725,NASYMA TOILET PAPER CARTON,2,9500,11000,Sales ,Uncategorised
67658,73225,6541287,DOUBLE LOCAL BATHING SPONGE,5,1125,1500,sales,Uncategorised
67659,73228,6.17E+12,SENSODYNE MULTI CARE 70ML,0,8208,9500,Sales ,Uncategorised
67660,73230,8.89E+12,CUSSONS GIFT PACK SMALL,1,23000,26500,Sales ,Uncategorised
67661,73233,6.16E+12,ZESTA TOMATO SAUCE 400G,12,3959,5000,sales,Uncategorised
67662,73247,6.16E+12,NOMI SUCKET 500G,7,3388,4500,Sales ,Uncategorised
67663,73254,5.45E+12,SPRITE 2L,0,3408,4500,sales,Uncategorised
67670,73267,6.16E+12,GEISHA ALOEVERA & HONEY 200G,6,3017,3500,sales,Uncategorised
67672,73280,7.12E+12,SALENA WHITE SWEET BREAD,2,5000,5700,sales,Uncategorised
67674,73307,1.98E+12,NEWDAY LEMON B.DAY CAKE SMALL,1,12000,14000,sales,Uncategorised
67675,73314,6.16E+12,KREAMY CREAMS CHOCOLATE,0,771,1000,Sales ,Uncategorised
67676,73315,6.16E+12,KREAMY CREAMS STRAWBERRY,0,771,1000,Sales ,Uncategorised
67682,73345,695478120,KAKIRA SUGAR 25KG,0,119000,135000,sales,Uncategorised
67683,73350,5.03E+12,HUGGIES DRY COMFORT 2(10pcs),2,6725,8000,sales,Uncategorised
67684,73351,6.16E+12,KIWI SHOE POLISH NEUTRAL 40ML,9,2869,3500,Sales ,Uncategorised
67685,73353,6.16E+12,KIWI SHOE BLACK 200ML,6,9919,12000,Sales ,Uncategorised
67686,73354,6.26E+12,HARMONY POT WATER 500ML,20,750,1000,Sales ,Uncategorised
67687,73356,6.16E+12,JESA TOFFEE YGHT TIN 500G,0,3100,3700,sales,Uncategorised
67688,73359,6.01E+12,BROOKSIDE FRUIT YOGHURT 450G,0,4100,5000,sales,Uncategorised
67689,73365,6.16E+12,CHEDDAR CHEESE 400G,0,14000,16500,sales,Uncategorised
67690,73372,6.93E+12,AULUN FOOD FLASK 2.5L,2,34000,48000,sales,Uncategorised
67691,73373,6.93E+12,AULUN FOOD FLASK SMALL 1.6L,2,29000,36000,sales,Uncategorised
